,title,release_year,locations,locations_formatted,formatted_address,lat,long
1130,The Presidio,1988,Presidio (Golden Gate National Recreation Area),"Presidio, San Francisco, CA","Presidio, San Francisco, CA, USA",37.7988737,-122.4661937
1131,Nine Months,1995,The Malloch Apartment Building (1360 Montgomery Street),"1360 Montgomery Street, San Francisco, CA","Malloch Building, 1360 Montgomery St, San Francisco, CA 94133, USA",37.8017724,-122.4043841
1132,The Love Bug,1968,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
1133,Dream with the Fishes,1997,Pier 39,"Pier 39, San Francisco, CA","Beach St & The Embarcadero, San Francisco, CA 94133, USA",37.808673,-122.409821
1134,The Wedding Planner,2001,Pleasant Street at Taylor,"Pleasant Street at Taylor, San Francisco, CA","Pleasant St & San Francisco Bicycle Rte 310, San Francisco, CA 94108, USA",37.7930065,-122.4127468
1135,D.O.A,1950,Market & Steuart Streets (Financial District),"Market and Steuart Streets, San Francisco, CA","Steuart St & San Francisco Bicycle Rte 50, San Francisco, CA 94105, USA",37.7944659,-122.3947991
1136,Mrs. Doubtfire,1993,Danilo's Bakery (Green Street & Bannam Place),"Danilo's Bakery, San Francisco, CA","516 Green St, San Francisco, CA 94133, USA",37.7997429,-122.407789
1137,A Smile Like Yours,1997,75 California Street,"75 California Street, San Francisco, CA","75 California St, San Francisco, CA 94111, USA",37.7935632,-122.3973351
1138,The Enforcer,1976,Alcatraz Island,"Alcatraz Island, San Francisco, CA","San Francisco, CA 94133, USA",37.8269775,-122.4229555
1139,Junior,1994,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
1140,Family Plot,1976,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
1141,Nine Months,1995,Montgomery & Vallejo Streets,"Montgomery and Vallejo Streets, San Francisco, CA","Vallejo St & Montgomery St, San Francisco, CA 94133, USA",37.799174,-122.4040675
1142,Invasion of the Body Snatchers,1978,32 Napier Lane,"32 Napier Lane, San Francisco, CA","32 Napier Lane, San Francisco, CA 94133, USA",37.8025807,-122.4038407
1143,Patty Hearst,1988,"Postcard Row (Alamo Square, Hayes Valley)","Postcard Row, San Francisco, CA","Steiner St, San Francisco, CA 94117, USA",37.7762593,-122.432758
1144,D.O.A,1950,Market Street (from 6th- 4th Streets),"from 6th- 4th Streets, San Francisco, CA","4th Ave & 6th Ave, Pacifica, CA 94044, USA",37.6399534,-122.4937899
1145,Sudden Impact,1983,Mt. Davidson,"Mt. Davidson, San Francisco, CA","Mt Davidson, San Francisco, CA 94127, USA",37.7383333,-122.4533333
1146,The Presidio,1988,Sansome Street (The Embarcadero),"Sansome Street, San Francisco, CA","Sansome St, San Francisco, CA, USA",37.7979131,-122.4021425
1147,Fearless,1993,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)","1001 Potrero Avenue, Potrero Hill, San Francisco, CA","1001 Potrero Ave, San Francisco, CA 94110, USA",37.7558047,-122.4044432
1148,Bullitt,1968,Filbert & Taylor Streets (Russian Hill),"Filbert and Taylor Streets, San Francisco, CA","Filbert St & Taylor St, San Francisco, CA 94133, USA",37.8007601,-122.414327
1149,Magnum Force,1973,San Francisco International Airport,"San Francisco International Airport, San Francisco, CA","San Francisco International Airport (SFO), San Francisco, CA 94128, USA",37.6213129,-122.3789554
1150,My Reality,2011,500 Club (500 Guerrero),"500 Guerrero, San Francisco, CA","500 Guerrero St, San Francisco, CA 94110, USA",37.7630322,-122.4242109
1151,Jade,1995,War Memorial Opera House (401 Van Ness Avenue),"401 Van Ness Avenue, San Francisco, CA","401 Van Ness Ave, San Francisco, CA 94102, USA",37.7795732,-122.42101
1152,The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","Steinhart Aquarium, San Francisco, CA","55 Music Concourse Dr, San Francisco, CA 94118, USA",37.7698293,-122.466105
1153,It Came From Beneath the Sea,1955,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
1154,Foul Play,1978,"Fort Point, Presidio","Fort Point, Presidio, San Francisco, CA","Long Ave & Marine Dr, San Francisco, CA 94129, USA",37.8106185,-122.4770527
1155,Freebie and the Bean,1974,Potrero Hill,"Potrero Hill, San Francisco, CA","Potrero Hill, San Francisco, CA, USA",37.7604929,-122.400869
1156,Mother,1996,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
1157,The Dead Pool,1988,Clementina & Sumner Streets,"Clementina and Sumner Streets, San Francisco, CA","Clementina St & Sumner St, San Francisco, CA 94103, USA",37.7759045,-122.4100241
1158,The House on Telegraph Hill,1951,Market Street,"Market Street, San Francisco, CA","Market St, San Francisco, CA, USA",37.7735248,-122.4212212
1159,Dirty Harry,1971,"Marina Green, Marina District","Marina Green, Marina District, San Francisco, CA","Marina Green Dr, San Francisco, CA 94123, USA",37.8069514,-122.4393511
1160,Point Blank,1967,"Fort Point (Presidio, Golden Gate National Recreation Area)","Fort Point, San Francisco, CA","Long Ave & Marine Dr, San Francisco, CA 94129, USA",37.8106185,-122.4770527
1161,The Dead Pool,1988,710 Steiner Street (Hayes Valley),"710 Steiner Street, San Francisco, CA","710 Steiner St, San Francisco, CA 94117, USA",37.7760742,-122.4327184
1162,Getting Even with Dad,1994,Embarcadero Street Station- BART ,"Embarcadero Street Station- BART , San Francisco, CA","298 Market St, San Francisco, CA 94105, USA",37.793887,-122.395817
1163,A Smile Like Yours ,1997,San Francisco International Airport,"San Francisco International Airport, San Francisco, CA","San Francisco International Airport (SFO), San Francisco, CA 94128, USA",37.6213129,-122.3789554
1164,Dirty Harry,1971,"Kezar Stadium, Golden Gate Park","Kezar Stadium, Golden Gate Park, San Francisco, CA","670 Kezar Dr, San Francisco, CA 94118, USA",37.7669182,-122.4561008
1165,Magnum Force,1973,San Francisco Drydock (20th and Illinois Streets),"20th and Illinois Streets, San Francisco, CA","20th St & Illinois St, San Francisco, CA 94107, USA",37.7605609,-122.387586
1166,Magnum Force,1973,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)","2200 Sacramento Street, Pacific Heights, San Francisco, CA","2200 Sacramento St, San Francisco, CA 94115, USA",37.7906904,-122.4294951
1167,Getting Even with Dad,1994,Candlestick Park (602 Jamestown Ave.),"602 Jamestown Ave., San Francisco, CA","602 Jamestown Ave, San Francisco, CA 94124, USA",37.7135483,-122.3857003
1168,Magnum Force,1973,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","3rd Street, China Basin, San Francisco, CA","3rd St, San Francisco, CA 94107, USA",37.7793668,-122.3934134
1169,The Game,1997,Presidio (Golden Gate National Recreation Area),"Presidio, San Francisco, CA","Presidio, San Francisco, CA, USA",37.7988737,-122.4661937
1170,Petulia,1968,Pier 43 1/2,"Pier 43 1 and 2, San Francisco, CA","Pier 43 1/2 First Floor, San Francisco, CA 94133, United States",37.809041,-122.414528
1171,Pleasure of His Company,1961,2700 Vallejo Street (Pacific Heights),"2700 Vallejo Street, San Francisco, CA","2700 Vallejo St, San Francisco, CA 94123, USA",37.794632,-122.442027
1172,Dr. Dolittle 2,2001,"Broadway, Between Franklin & Laguna Streets","Broadway, Between Franklin and Laguna Streets, San Francisco, CA",NA,37.79516933,-122.4273384
1173,Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),"1707 Powell, San Francisco, CA","1707 Powell St, San Francisco, CA 94133, USA",37.8004126,-122.4110914
1174,Golden Gate,1994,Ross Alley (Chinatown),"Ross Alley, San Francisco, CA","Ross Alley, San Francisco, CA, USA",37.7955378,-122.407378
1175,The Presidio,1988,900 Block of Grant Avenue (Chinatown),"900 Block of Grant Avenue, San Francisco, CA","900 Grant Ave, San Francisco, CA 94108, USA",37.7952716,-122.4063847
1176,Pacific Heights,1990,Financial District,"Financial District, San Francisco, CA","Financial District, San Francisco, CA, USA",37.7945742,-122.3999445
1177,Jade,1995,Palace of Fine Arts,"Palace of Fine Arts, San Francisco, CA","3301 Lyon St, San Francisco, CA 94123, USA",37.8019913,-122.4486565
1178,Freebie and the Bean,1974,Embarcadero Freeway,"Embarcadero Freeway, San Francisco, CA","The Embarcadero, San Francisco, CA, USA",37.7980721,-122.3968204
1179,Good NeighborSam,1964,Various locations in San Francisco during driving scene,"Various locations in San Francisco during driving scene, San Francisco, CA","821 Howard St, San Francisco, CA 94103, USA",37.7826222,-122.402981
1180,Dirty Harry,1971,Portsmouth Square (Chinatown),"Portsmouth Square, San Francisco, CA","733 Kearny St, San Francisco, CA 94108, USA",37.7948051,-122.4051364
1181,The Presidio,1988,Market & 2nd Streets,"Market and 2nd Streets, San Francisco, CA","2nd St & San Francisco Bicycle Rte 11 & San Francisco Bicycle Rte 50, San Francisco, CA 94105, USA",37.7892687,-122.4014241
1182,"Play it Again, Sam",1972,Surf Theater (4520 Irving Street),"4520 Irving Street, San Francisco, CA","4520 Irving St, San Francisco, CA 94122, USA",37.7624823,-122.5065636
1183,Phenomenon,1996,Treasure Island,"Treasure Island, San Francisco, CA","Treasure Island, San Francisco, CA, USA",37.8235515,-122.370648
1184,Invasion of the Body Snatchers,1978,Lafayette Park (Pacific Heights),"Lafayette Park, San Francisco, CA","Lafayette Park, Gough St & Washington St, San Francisco, CA 94109, USA",37.7916146,-122.4276133
1185,Foul Play,1978,"Fiesta Laundromat (898 S. Van Ness Ave., Mission)","898 S. Van Ness Ave., Mission, San Francisco, CA","898 S Van Ness Ave, San Francisco, CA 94110, USA",37.758917,-122.4173417
1186,Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)","Huntington Park, San Francisco, CA","Huntington Park, 1100 California St, San Francisco, CA 94108, USA",37.7921814,-122.4121737
1187,Bullitt,1968,Mark Hopkins Hotel (999 California Street),"999 California Street, San Francisco, CA","999 California St, San Francisco, CA 94108, USA",37.7914761,-122.4102175
1188,Mrs. Doubtfire,1993,100 Embarcadero Street,"100 Embarcadero Street, San Francisco, CA","100 The Embarcadero, San Francisco, CA 94105, USA",37.7933204,-122.3927597
1189,Guess Who's Coming to Dinner,1967,Sutter Street between Powell and Mason,"Sutter Street and Powell , San Francisco, CA","Sutter St & Powell St, San Francisco, CA 94108, USA",37.7892337,-122.4086166
1190,Escape From Alcatraz,1979,Alcatraz Island,"Alcatraz Island, San Francisco, CA","San Francisco, CA 94133, USA",37.8269775,-122.4229555
1191,D.O.A,1950,Chambord Apartments (1298 Sacramento Street at Jones),"1298 Sacramento Street at Jones, San Francisco, CA","1298 Sacramento St, San Francisco, CA 94108, USA",37.7924898,-122.4141357
1192,The Conversation,1974,Alamo Square (Hayes Valley),"Alamo Square, San Francisco, CA","Alamo Square, San Francisco, CA, USA",37.7774994,-122.433252
1193,Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50","On Board the SS President Cleveland, docked at Pier 50, San Francisco, CA","Pier 50, San Francisco, CA 94158, USA",37.7739371,-122.3848022
1194,Joy Luck Club,1993,610 Rhode Island Street (Potrero Hill),"610 Rhode Island Street, San Francisco, CA","610 Rhode Island St, San Francisco, CA 94107, USA",37.7619709,-122.4025652
1195,Woman on the Run,1950,Cable Car Signal Box (California Street at Powell Street),"Cable Car Signal Box, San Francisco, CA","1201 Mason St, San Francisco, CA 94108, USA",37.7947043,-122.4117199
1196,The Towering Inferno,1974,Firestation #38 (California & Laguna),"California and Laguna, San Francisco, CA","California St & Laguna St, San Francisco, CA 94115, USA",37.7895436,-122.4289281
1197,Burglar,1987,1627 Haight Street,"1627 Haight Street, San Francisco, CA","1627 Haight St, San Francisco, CA 94117, USA",37.7697283,-122.4492409
1198,Dark Passage,1947,"Filbert Steps, Filbert Street","Filbert Steps, Filbert Street, San Francisco, CA","Filbert St, San Francisco, CA, USA",37.7995077,-122.4241083
1199,Dream for an Insomniac,1996,Baker Beach,"Baker Beach, San Francisco, CA","Baker Beach, San Francisco, CA, USA",37.7935724,-122.483638
1200,Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
1201,Time After Time,1979,Old St. Mary's Church (660 California Street at Grant),"660 California Street at Grant, San Francisco, CA","660 California St, San Francisco, CA 94108, USA",37.7928207,-122.4057572
1202,Vertigo,1958,"Fort Point (Presidio, Golden Gate National Recreation Area)","Fort Point, San Francisco, CA","Long Ave & Marine Dr, San Francisco, CA 94129, USA",37.8106185,-122.4770527
1203,Flower Drum Song,1961,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
1204,Milk,2008,Chinatown,"Chinatown, San Francisco, CA","Chinatown, San Francisco, CA, USA",37.7941378,-122.4077914
1205,Foul Play,1978,Sokoji-Soto Zen Buddhist Temple (1691 Laguna Street),"1691 Laguna Street, San Francisco, CA","1691 Laguna St, San Francisco, CA 94115, USA",37.7865104,-122.4285861
1206,Family Plot,1976,Grace Cathedral Episcopal Church (1100 California Street),"1100 California Street, San Francisco, CA","Grace Cathedral, 1100 California St, San Francisco, CA 94108, USA",37.7918593,-122.4133739
1207,A View to a Kill,1985,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
1208,Junior,1994,"Postcard Row (Alamo Square, Hayes Valley)","Postcard Row, San Francisco, CA","Steiner St, San Francisco, CA 94117, USA",37.7762593,-122.432758
1209,Family Plot,1976,2230 Sacramento Street,"2230 Sacramento Street, San Francisco, CA","2230 Sacramento St, San Francisco, CA 94115, USA",37.7905319,-122.430606
1210,Heart and Souls,1993,War Memorial Opera House (401 Van Ness Avenue),"401 Van Ness Avenue, San Francisco, CA","401 Van Ness Ave, San Francisco, CA 94102, USA",37.7795732,-122.42101
1211,The Dead Pool,1988,"Nam Yuen Restaurant (740 Washington Street, Chinatown)","740 Washington Street, Chinatown, San Francisco, CA","740 Washington St, San Francisco, CA 94108, USA",37.7954187,-122.4058762
1212,The Other Sister,1999,Transbay Terminal (Mission Street at 1st Street),"Mission Street at 1st Street, San Francisco, CA","Mission St & 1st St, San Francisco, CA 94105, USA",37.7897755,-122.3975913
1213,The Game,1997,Bank of America Building (555 California Street),"555 California Street, San Francisco, CA","555 California St, San Francisco, CA 94104, USA",37.7920602,-122.403706
1214,Dream for an Insomniac,1996,Elbo Room (647 Valencia Street),"647 Valencia Street, San Francisco, CA","647 Valencia St, San Francisco, CA 94110, USA",37.7625105,-122.4214571
1215,The Presidio,1988,Hayes & Polk Streets (Civic Center),"Hayes and Polk Streets, San Francisco, CA","Hayes St & Polk St, San Francisco, CA 94102, USA",37.7775135,-122.4180647
1216,Invasion of the Body Snatchers,1978,Broadway Tunnel (Russian Hill),"Broadway Tunnel, San Francisco, CA","Robert C Levy Tunnel, San Francisco, CA, USA",37.7967331,-122.4148881
1217,Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA)","701 3rd Street, SOMA, San Francisco, CA","701 3rd St, San Francisco, CA 94107, USA",37.7788404,-122.392424
1218,Jade,1995,Sheraton Palace Hotel (639 Market Street),"639 Market Street, San Francisco, CA","639 Market St, San Francisco, CA 94104, USA",37.7887507,-122.4020904
1219,Bullitt,1968,Enrico's Cafe (504 Broadway),"504 Broadway, San Francisco, CA","504 Broadway, San Francisco, CA 94133, USA",37.798165,-122.4056481
1220,Love & Taxes,2014,198 Gough Street,"198 Gough Street, San Francisco, CA","198 Gough St, San Francisco, CA 94102, USA",37.7748761,-122.4223777
1221,Bullitt,1968,Cafe Cantata (2040 Union Street),"2040 Union Street, San Francisco, CA","2040 Union St, San Francisco, CA 94123, USA",37.797639,-122.4329853
1222,The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro)","2355 Market Street, Castro, San Francisco, CA","2355 Market St, San Francisco, CA 94114, USA",37.7629184,-122.4341671
1223,The Lineup,1958,2090 Jackson Street,"2090 Jackson Street, San Francisco, CA","2090 Jackson St, San Francisco, CA 94109, USA",37.793415,-122.429428
1224,Burglar,1987,Green Valley Restaurant (510 Green Street Near Grant),"510 Green Street Near Grant, San Francisco, CA","510 Grant Ave, San Francisco, CA 94108, USA",37.7917189,-122.4057019
1225,My Reality,2011,O'Farrell & Jones Streets,"O'Farrell and Jones Streets, San Francisco, CA","O'Farrell St & Jones St, San Francisco, CA 94102, USA",37.7858086,-122.4129947
1226,Patch Adams,1998,Presidio (Golden Gate National Recreation Area),"Presidio, San Francisco, CA","Presidio, San Francisco, CA, USA",37.7988737,-122.4661937
